Search keyword
All time
Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate,Avg. CPM
top rated long term storage services,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,long term storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
top rated storage movers,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage movers,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
top rated weather controlled storage,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,weather controlled storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
united moving storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage units,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
united storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage units,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
units moving and storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage units,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
units storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage units,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
units storage and moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage units,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse and storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse for storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage containers for sale,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage deals and offers,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage for rent,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage services,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage space,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage units,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage units for valuable items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage units near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
warehouse storage with video surveillance,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,warehouse storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
weather controlled storage,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,weather controlled storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
weather controlled storage for moving,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,weather controlled storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
weather controlled storage reviews,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,weather controlled storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
weather resistant storage solutions,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Storage Solutions,weather controlled storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
your storage units,Not eligible,campaign paused,Exact match,OTTO - Ads - Storage Solutions,storage units,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
accessories for packing fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
advanced fragile packing techniques,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable dish pack boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable fragile packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable high quality packing solutions,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packaging materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packaging materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing material near me,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing supplies for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing wrap,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packing wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best boxes for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best deals on large packing boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best deals on packing supplies near me,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best dish boxes for moving,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best fragile packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best high quality packing materials,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best large cardboard moving boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best large packing boxes for sale,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best moving blankets for storage,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving blankets,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best moving supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packaging materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packaging materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing blankets,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,blankets,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing materials for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing supplies company,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing supplies for diy move,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing tape for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing tape for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best packing wrap supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packing wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best rated high quality packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
box tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes and bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes and packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes and supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes and tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes for fragile items,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes near me moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,boxes near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
boxes supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble packaging,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap and packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap for moving near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap large,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap moving supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bubble wrap tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk dish pack boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk moving boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk moving supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packaging materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packaging materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing blankets,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,blankets,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing wrap,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packing wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy adjustable large packing boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy boxes for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy bulk large packing materials,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy dish pack boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy durable moving blankets,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving blankets,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy fragile packing boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,fragile packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy heavy duty large packing boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy high quality packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy high quality protective padding,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large box for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large box for moving,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large cardboard boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large eco friendly packing boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large moving box set,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large moving supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large packing boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large packing boxes with lids,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy large storage boxes for moving,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,buy large,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy moving blankets,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,moving blankets,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy moving boxes online,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy moving tape near me,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy packaging materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,packaging materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy packing blankets,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Supplies Sales,blankets,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
